c,d,e,f,g,h,I,k,n,o,r,s,t,u,v,w,y,z
0,19.89,42.7,19.1,42.3633333333,19.79,44.2,42.5,4.4,94.2633333333,18.29,47.29,16.89,42.9,4.9,746,6.3333333333,36.3333333333
0,19.8233333333,42.6266666667,19.1,42.29,19.79,44.1633333333,42.5,4.4666666667,94.3966666667,18.29,47.29,16.89,42.8266666667,5,746.05,6.5,34.5
20,19.79,42.59,19.0444444444,42.24,19.73,44.09,42.5,4.6233333333,94.4,18.29,47.29,16.79,42.79,5.1,746.1,6.6666666667,32.6666666667
10,19.79,42.7233333333,19,42.0563636364,19.7,44,42.69,4.69,94.26,18.29,47.4816666667,16.79,42.79,5.2,746.15,6.8333333333,30.8333333333
0,19.76,42.76,19,41.8866666667,19.7,44.06,42.73,4.8333333333,94.3966666667,18.3627272727,47.7054545455,16.89,43.1966666667,5.3,746.2,7,29
10,19.7,42.7,19,41.9883333333,19.7,44.1266666667,42.79,4.9666666667,94.59,18.479375,48.3425,16.89,43.7966666667,5.3333333333,746.2666666667,6.8333333333,30.8333333333
0,19.7,42.7,19,42.0642857143,19.7,44.2,43,5.09,94.6266666667,18.5588235294,48.8417647059,16.89,44.1933333333,5.3666666667,746.3333333333,6.6666666667,32.6666666667
0,19.6333333333,42.6266666667,18.910625,42.2525,19.73,44.29,43.1333333333,5.09,94.2933333333,18.6,49.3227272727,16.89,44.66,5.4,746.4,6.5,34.5
0,19.6666666667,43,18.89,42.410625,19.79,44.29,43.23,5.19,93.6333333333,18.6,49.664375,16.9266666667,45.0966666667,5.4333333333,746.4666666667,6.3333333333,36.3333333333
0,19.6,43,18.89,42.5,19.79,44.4333333333,43.3633333333,5.2725,92.47,18.6,50.0590909091,16.9266666667,45.43,5.4666666667,746.5333333333,6.1666666667,38.1666666667
0,19.6,43,18.89,42.645,19.79,44.5,43.4,5.3666666667,90.8,18.6333333333,50.39,17,45.7,5.5,746.6,6,40
0,19.5333333333,43,18.8081818182,42.7,19.79,44.53,43.4666666667,5.5,89.1,18.6142857143,50.5671428571,17,45.8333333333,5.5833333333,746.7333333333,6.3333333333,40
0,19.5,43.09,18.79,42.75625,19.79,44.59,43.5,5.56,87.3666666667,18.6,50.8828571429,17,46.03,5.6666666667,746.8666666667,6.6666666667,40
0,19.5,43.09,18.79,42.8616666667,19.79,44.59,43.5,5.69,85.43,18.625,51.25,17,46.1633333333,5.75,747,7,40
0,19.5,43.145,18.79,43,19.79,44.59,43.53,5.69,84.6233333333,18.7,51.465,17,46.29,5.8333333333,747.1333333333,7.3333333333,40
0,19.5,43.2,18.775,43.045,19.89,44.8266666667,43.53,5.8,83.8266666667,18.7,51.59,17,46.53,5.9166666667,747.2666666667,7.6666666667,40
0,19.4266666667,43.2,18.7,43.09,19.89,44.9,43.59,5.8666666667,82.56,18.7,51.63125,17,46.6633333333,6,747.4,8,40
0,19.39,43.2,18.7,43.2,19.89,44.845,43.59,6,80.9566666667,18.7257142857,51.7942857143,17,46.8266666667,5.8833333333,747.5333333333,8,37.8333333333
0,19.39,43.26,18.7,43.26,19.89,44.8633333333,43.6266666667,6,80.69,18.79,51.925,17,46.9666666667,5.7666666667,747.6666666667,8,35.6666666667
0,19.39,43.29,18.6909090909,43.31,19.89,44.79,43.7,5.73,84.0333333333,18.75,52.1855555556,17,47.1266666667,5.65,747.8,8,33.5
0,19.39,43.3633333333,18.6777777778,43.3977777778,19.89,44.79,43.7,5.53,86.56,18.815,52.25,17,47.26,5.5333333333,747.9333333333,8,31.3333333333
0,19.39,43.4,18.6428571429,43.4285714286,19.8233333333,44.73,43.76,5.5,87.4566666667,18.8757142857,52.3214285714,17,47.4333333333,5.4166666667,748.0666666667,8,29.1666666667
0,19.3233333333,43.4666666667,18.6,43.46,19.79,44.7,43.79,5.56,86.33,18.7514285714,52.29,17,47.56,5.3,748.2,8,27
0,19.29,43.5,18.6,43.5,19.79,44.76,43.8266666667,5.5,86.3266666667,18.7,52.4333333333,17.0333333333,47.7666666667,5.3,748.3166666667,8,26
0,19.29,43.56,18.6,43.56,19.79,44.79,43.9,5.4333333333,87.4666666667,18.7,52.6333333333,17.0333333333,47.9666666667,5.3,748.4333333333,8,25
0,19.29,43.59,18.5888888889,43.59,19.8566666667,44.8633333333,43.9,5.4,89.3266666667,18.7,53.1733333333,17,48.1566666667,5.3,748.55,8,24
0,19.29,43.59,18.5,43.59,19.89,44.9,43.9,5.4,89.97,18.7,53.4666666667,17,48.3633333333,5.3,748.6666666667,8,23
0,19.29,43.7,18.5,43.6358333333,19.89,44.9,43.9333333333,5.4,89.8333333333,18.7,54.00625,17.1,48.6566666667,5.3,748.7833333333,8,22
0,19.29,43.76,18.5,43.68625,19.89,44.9,44,5.4,89.2633333333,18.7,54.5571428571,17.0333333333,48.79,5.3,748.9,8,21
0,19.2,43.7,18.5,43.7,19.89,44.9666666667,44,5.4666666667,89.19,18.705,54.8477777778,17.1,48.9633333333,5.3333333333,749.0833333333,8,21.5
0,19.2,43.76,18.5,43.775,19.89,45,44.06,5.5,88.3933333333,18.75,55,17.1,49.09,5.3666666667,749.2666666667,8,22
0,19.2,43.79,18.5,43.845,19.89,45,44.09,5.56,87.3266666667,18.705,54.9444444444,17.1,49.23,5.4,749.45,8,22.5
0,19.2,43.8633333333,18.5,43.9,19.89,45,44.09,5.59,86.06,18.73,54.9611111111,17.1,49.3175,5.4333333333,749.6333333333,8,23
0,19.2,43.9,18.4830769231,43.8619230769,19.9633333333,45,44.1266666667,5.6566666667,86,18.765,54.8816666667,17.1,49.4666666667,5.4666666667,749.8166666667,8,23.5
0,19.1,43.9333333333,18.4938888889,43.79,19.89,45.03,44.1266666667,5.69,85.3333333333,18.74,54.765,17.1,49.53,5.5,750,8,24
0,19.1,44,18.4205555556,43.8083333333,19.89,45.0675,44.1266666667,5.69,85.06,18.725,54.6572222222,17.1,49.59,5.4833333333,750.2,8,24
0,19.1,44,18.3961111111,43.7961111111,19.89,45,44.2,5.69,84.76,18.71,54.545,17.1,49.59,5.4666666667,750.4,8,24
0,19.1,44,18.39,43.79,19.89,45,44.2,5.69,84.6333333333,18.73,54.4327777778,17.1,49.6633333333,5.45,750.6,8,24
0,19.1,44.09,18.39,43.79,19.8233333333,44.9333333333,44.2,5.7266666667,83.1966666667,18.715,54.2922222222,17.1,49.7,5.4333333333,750.8,8,24
0,19.1,44.09,18.3718181818,43.84,19.79,44.9333333333,44.1266666667,5.8,82.2566666667,18.725,54.205,17.1,49.76,5.4166666667,751,8,24
0,19.0333333333,44.03,18.3076470588,43.9,19.79,45,44.2,5.8333333333,80.99,18.7,54.1492307692,17.1,49.79,5.4,751.2,8,24
0,19.0333333333,44.09,18.3429411765,43.9,19.8233333333,45.03,44.145,5.8333333333,80.1966666667,18.7245454545,54.09,17.1,49.79,5.3666666667,751.3166666667,8,23.6666666667
0,19,44.09,18.34,43.9166666667,19.8233333333,45.03,44.1266666667,5.8,80.14,18.74,54.09,17.2,49.9,5.3333333333,751.4333333333,8,23.3333333333
0,19,44.09,18.29,43.9055555556,19.89,45.06,44.2,5.7633333333,79.73,18.725,54.015,17.2,49.9,5.3,751.55,8,23
0,19,44.09,18.29,43.9,19.89,45.06,44.2,5.6233333333,79.8633333333,18.7,53.9277777778,17.2,49.9666666667,5.2666666667,751.6666666667,8,22.6666666667
0,19,44.1633333333,18.29,43.9388888889,19.89,45.06,44.2,5.6233333333,80.0266666667,18.7,53.8572222222,17.2,49.9666666667,5.2333333333,751.7833333333,8,22.3333333333
0,18.9633333333,44.2,18.273125,43.98125,19.89,45.06,44.2,5.69,79.6333333333,18.7,53.784375,17.2,50,5.2,751.9,8,22
0,18.89,44.2,18.29,44,19.89,45.09,44.2,5.56,78.83,18.7,53.7257142857,17.2,50.06,5.1666666667,752.05,7.8333333333,22.1666666667
0,18.89,44.2,18.245,44,19.89,45.09,44.2,5.4333333333,78.43,18.7,53.6633333333,17.2,50.1266666667,5.1333333333,752.2,7.6666666667,22.3333333333
0,18.89,44.2,18.2,44,19.9633333333,45.09,44.2,5.2266666667,78.8233333333,18.7,53.59,17.2,50.2,5.1,752.35,7.5,22.5
0,18.89,44.23,18.2,44,19.89,45.09,44.2,5.3666666667,78.9633333333,18.7,53.5,17.2,50.2,5.0666666667,752.5,7.3333333333,22.6666666667
0,18.89,44.29,18.2,44,19.9266666667,45.09,44.2,5.5,78.6333333333,18.7,53.42,17.2,50.2,5.0333333333,752.65,7.1666666667,22.8333333333
0,18.89,44.29,18.2,44,19.9266666667,45.03,44.1633333333,5.56,78.3666666667,18.7,53.3870588235,17.2,50.26,5,752.8,7,23
0,18.865,44.365,18.2,44,19.89,45.06,44.1633333333,5.59,78.6,18.7,53.2984615385,17.2,50.3266666667,5.0166666667,752.9833333333,6.8333333333,25.8333333333
10,18.79,44.7233333333,18.2,44.0666666667,19.815,44.82,44.1266666667,5.59,78.9333333333,18.7,53.29,17.2,50.3266666667,5.0333333333,753.1666666667,6.6666666667,28.6666666667
10,18.89,45.03,18.2,44.29375,19.73,44.6266666667,44.1266666667,5.59,79.16,18.6818181818,53.2536363636,17.2,50.29,5.05,753.35,6.5,31.5
10,18.89,45.09,18.1727272727,44.4163636364,19.7,44.59,44.09,5.53,79.3,18.6272727273,53.1645454545,17.2,50.29,5.0666666667,753.5333333333,6.3333333333,34.3333333333
0,18.89,45,18.1818181818,44.5409090909,19.7,44.53,44.1633333333,5.53,79.4666666667,18.6428571429,53.2642857143,17.2,50.3266666667,5.0833333333,753.7166666667,6.1666666667,37.1666666667
10,18.89,45,18.15,44.59,19.6,44.2233333333,44.1633333333,5.59,79.3333333333,18.6,53.14,17.2,50.4,5.1,753.9,6,40
10,18.79,44.6333333333,18.1,44.1966666667,19.5333333333,43.83,44.09,5.59,79.35,18.6,52.8266666667,17.2,50.2233333333,5.0833333333,753.9666666667,5.8333333333,36.6666666667
0,18.79,44.5,18.1,43.9666666667,19.5,43.9,44.09,5.59,79.4,18.6,52.3,17.2,49.9633333333,5.0666666667,754.0333333333,5.6666666667,33.3333333333
0,18.79,44.59,18.05,43.845,19.5,43.9666666667,43.9666666667,5.59,79.5933333333,18.55,51.895,17.2,49.6,5.05,754.1,5.5,30
0,18.79,44.53,18.1,43.8175,19.5,44,43.9,5.59,79.8966666667,18.5,51.4975,17.2,49.1933333333,5.0333333333,754.1666666667,5.3333333333,26.6666666667
0,18.79,44.3633333333,18.1,43.79,19.5,44,43.79,5.59,80.09,18.5,51.0666666667,17.1,48.7966666667,5.0166666667,754.2333333333,5.1666666667,23.3333333333
0,18.79,44.23,18,43.645,19.5,43.9,43.79,5.59,79.8966666667,18.5,50.9,17.1,48.4633333333,5,754.3,5,20
0,18.79,44.06,18,43.7,19.5,43.9,43.7,5.59,79.4966666667,18.39,50.56,17.1,48.1,5,754.45,4.8333333333,21.5
20,18.79,43.9333333333,18,43.45,19.5,43.9666666667,43.7,5.56,79.4,18.39,50.2925,17.1,47.8,5,754.6,4.6666666667,23
30,18.79,43.9,18,43.3633333333,19.4266666667,43.7666666667,43.6566666667,5.5,79.4,18.39,50.03,17.1,47.4,5,754.75,4.5,24.5
20,18.79,43.9,18,43.3633333333,19.39,43.59,43.8633333333,5.4666666667,79.06,18.29,49.76,17.1,47.0666666667,5,754.9,4.3333333333,26
30,18.79,44,18,43.4,19.39,43.59,44,5.4,79.1266666667,18.29,49.6266666667,17,46.7233333333,5,755.05,4.1666666667,27.5
20,18.8566666667,44.06,18.0666666667,43.4666666667,19.39,43.59,44,5.5,79.1566666667,18.29,49.3633333333,17,46.42,5,755.2,4,29
30,18.89,44.23,18.1333333333,43.59,19.4633333333,43.6633333333,44.06,5.5,79.09,18.29,49.23,17,46.1566666667,5,755.3166666667,4.1666666667,30.8333333333
30,18.9975,44.3975,18.26,43.6633333333,19.5,43.7,43.9333333333,5.59,78.9933333333,18.26,49.1333333333,17,45.8633333333,5,755.4333333333,4.3333333333,32.6666666667
30,19.1,44.5,18.3233333333,43.5,19.5,43.7,43.6633333333,5.59,78.66,18.2,48.9333333333,17,45.73,5,755.55,4.5,34.5
20,19.1333333333,44.5,18.4633333333,43.5,19.4266666667,43.6266666667,43.2566666667,5.59,79.4666666667,18.26,49.1633333333,17,45.4666666667,5,755.6666666667,4.6666666667,36.3333333333
30,19.2,44.36,18.5333333333,43.43,19.4633333333,43.6633333333,43.0266666667,5.59,79.9933333333,18.26,49.2233333333,17,45.5266666667,5,755.7833333333,4.8333333333,38.1666666667
20,19.2,44.06,18.6,43.23,19.39,43.59,42.7666666667,5.45,80.39,18.26,49.5266666667,17.1,46.3,5,755.9,5,40
20,19.2,44.06,18.6,43.1566666667,19.39,43.6266666667,42.7,5.53,80.9333333333,18.2,49.2666666667,17.1,47.1,5.0833333333,756.0333333333,5,38.1666666667
20,19.2,44.09,18.6666666667,43.43,19.4633333333,43.76,42.7,5.6566666667,80.7266666667,18.15,48.995,17.1,47.06,5.1666666667,756.1666666667,5,36.3333333333
20,19.2,44.1633333333,18.7,43.93,19.5,43.8266666667,42.6,5.7266666667,79.8933333333,18.1,48.6633333333,17.1,46.86,5.25,756.3,5,34.5
0,19.23,44.39,18.76,43.8633333333,19.5,43.9,42.3266666667,5.8666666667,77.1,18.1,48.4633333333,17,46.5266666667,5.3333333333,756.4333333333,5,32.6666666667
10,19.29,44.7966666667,18.79,44,19.5,44,42.4,5.9,74.8666666667,18.1,48.1633333333,17,46.1933333333,5.4166666667,756.5666666667,5,30.8333333333
10,19.29,45.1633333333,18.79,44,19.5,44,42.0266666667,5.9,75.7266666667,18.0333333333,47.89,17,45.8633333333,5.5,756.7,5,29
10,19.23,45.03,18.7,43.145,19.39,43.5,41.8266666667,5.9333333333,76,18,47.7,17,45.6566666667,5.5833333333,756.7833333333,5.1666666667,30.8333333333
10,19.29,45.7333333333,18.7,43.06,19.39,43.36,41.7666666667,6.06,76.1266666667,18,47.5666666667,16.9633333333,45.4666666667,5.6666666667,756.8666666667,5.3333333333,32.6666666667
10,19.29,45.1266666667,18.7,43,19.3233333333,43.4,42.1,6.2266666667,75.2933333333,18,47.4666666667,16.89,45.2666666667,5.75,756.95,5.5,34.5
10,19.2,44.8333333333,18.7,43.06,19.39,43.5266666667,42.86,6.3,73.56,18,47.3266666667,16.89,44.93,5.8333333333,757.0333333333,5.6666666667,36.3333333333
0,19.2,44.7,18.6333333333,42.9333333333,19.39,43.6566666667,43.6,6.53,71.8,17.9633333333,47.1633333333,16.89,44.6566666667,5.9166666667,757.1166666667,5.8333333333,38.1666666667
0,19.2,44.9,18.6,42.8333333333,19.39,43.93,43.5266666667,6.6566666667,69.9333333333,17.9633333333,47.03,16.89,44.2233333333,6,757.2,6,40
0,19.2,44.6933333333,18.6,42.1666666667,19.4633333333,43.96,43.2666666667,6.7266666667,67.36,17.89,46.8633333333,16.89,43.8975,5.9166666667,757.2833333333,5.8333333333,38.1666666667
0,19.2,43.6,18.5,41.79,19.39,43.6266666667,42.8633333333,6.8666666667,65.9666666667,17.89,46.73,16.89,43.5666666667,5.8333333333,757.3666666667,5.6666666667,36.3333333333
0,19.2,43.12,18.5,41.73,19.39,43.59,42.6566666667,6.8,64.6333333333,17.89,46.4666666667,16.89,43.3333333333,5.75,757.45,5.5,34.5
0,19.1333333333,42.7666666667,18.5,41.6633333333,19.365,43.5225,42.3633333333,6.8666666667,64.9,17.89,46.3266666667,16.89,43.0666666667,5.6666666667,757.5333333333,5.3333333333,32.6666666667
0,19.1666666667,42.4666666667,18.5,41.53,19.3566666667,43.4333333333,42.23,7.045,63.34,17.89,46.1633333333,16.89,42.8633333333,5.5833333333,757.6166666667,5.1666666667,30.8333333333
0,19.1,42.2666666667,18.5,41.3633333333,19.29,43.26,41.8633333333,6.9333333333,62.0266666667,17.89,46.03,16.89,42.73,5.5,757.7,5,29
0,19.1,42.09,18.5,41.29,19.29,43.1266666667,41.79,6.9333333333,61.8933333333,17.8566666667,45.8633333333,16.89,42.4666666667,5.7333333333,757.6833333333,5,28.6666666667
0,19.1,41.9633333333,18.4633333333,41.1633333333,19.29,43,41.7,7,62.1933333333,17.79,45.73,16.89,42.3266666667,5.9666666667,757.6666666667,5,28.3333333333
0,19.0666666667,41.76,18.39,41.03,19.29,42.9333333333,41.7,7.1266666667,62.4666666667,17.79,45.545,16.89,42.29,6.2,757.65,5,28
0,19,41.6266666667,18.39,40.9,19.29,42.9,41.79,7.19,61.9666666667,17.79,45.4666666667,16.89,42.29,6.4333333333,757.6333333333,5,27.6666666667
0,19,41.56,18.39,40.8266666667,19.23,42.8266666667,41.79,6.9966666667,59.8933333333,17.8566666667,45.4,16.89,42.29,6.6666666667,757.6166666667,5,27.3333333333
0,19,41.4333333333,18.39,40.7,19.26,42.8633333333,41.79,6.4666666667,59.7633333333,17.79,45.2233333333,16.89,42.1566666667,6.9,757.6,5,27
0,19,41.29,18.39,40.6266666667,19.2,42.79,41.7,6.3333333333,61.0966666667,17.79,45.09,16.89,41.9,6.8,757.55,5.1666666667,29.1666666667
0,19,41.29,18.39,40.495,19.26,42.76,41.7,6.6,61.7633333333,17.8233333333,45.09,16.8233333333,41.8266666667,6.7,757.5,5.3333333333,31.3333333333
0,19,41.2,18.39,40.4,19.26,42.7,41.59,6.9333333333,61.03,17.89,44.89,16.89,41.9,6.6,757.45,5.5,33.5
0,19,41.1266666667,18.39,40.3266666667,19.29,42.6633333333,41.59,7.2933333333,58.7333333333,18,44.6333333333,16.89,41.9,6.5,757.4,5.6666666667,35.6666666667
0,19.0333333333,41.1266666667,18.4266666667,40.2,19.29,42.59,41.5,7.7,56.4,18,44.36,16.89,41.76,6.4,757.35,5.8333333333,37.8333333333
0,19.1,41.1266666667,18.5,40.1266666667,19.29,42.56,41.36,7.9,52.6933333333,18.1333333333,44.1333333333,16.89,41.7,6.3,757.3,6,40
0,19.1333333333,41,18.5,40.06,19.29,42.5,41.1333333333,7.8333333333,53.36,18.26,43.9333333333,16.89,41.5266666667,6.3166666667,757.3166666667,5.6666666667,40
0,19.2,40.9333333333,18.5,40,19.29,42.5,41,7.8666666667,53.0566666667,18.39,43.6333333333,16.89,41.3175,6.3333333333,757.3333333333,5.3333333333,40
0,19.2,40.76,18.6333333333,39.9,19.3566666667,42.4333333333,40.8633333333,7.7266666667,51.8633333333,18.4633333333,43.4333333333,16.89,41.23,6.35,757.35,5,40
0,19.2675,40.745,18.7,39.8266666667,19.29,42.29,40.6566666667,7.69,52.245,18.5333333333,43.1333333333,17,41.1333333333,6.3666666667,757.3666666667,4.6666666667,40
0,19.29,40.5666666667,18.73,39.56,19.29,42.1333333333,40.5,7.6266666667,51.8233333333,18.6666666667,43,17,41,6.3833333333,757.3833333333,4.3333333333,40
0,19.39,40.53,18.79,39.5,19.29,42,40.5,7.4333333333,52.0966666667,18.7633333333,43.3266666667,17,41.1266666667,6.4,757.4,4,40
0,19.39,40.59,18.79,39.6266666667,19.29,42,40.3633333333,7.1566666667,52.1333333333,18.89,43.4666666667,17.0666666667,41.2,6.1666666667,757.3833333333,3.8333333333,40
0,19.39,40.6266666667,18.79,39.7,19.29,41.9333333333,40.29,7.03,52.5266666667,19,43.73,17.0666666667,41.06,5.9333333333,757.3666666667,3.6666666667,40
0,19.39,40.7,18.79,39.7,19.29,42,40.2,6.7,52.63,19.0666666667,43.93,17,40.9333333333,5.7,757.35,3.5,40
0,19.3233333333,40.73,18.79,39.76,19.29,42,40.1266666667,6.3666666667,53.7566666667,19.05,44.045,17,40.76,5.4666666667,757.3333333333,3.3333333333,40
0,19.39,40.8633333333,18.7,39.79,19.29,42,40.09,5.9333333333,54.8233333333,19.1,44.23,17,40.7,5.2333333333,757.3166666667,3.1666666667,40
0,19.3566666667,40.79,18.7,39.73,19.29,42,40.0266666667,5.66,55.6966666667,19.1,44.29,17,40.56,5,757.3,3,40
10,19.29,40.73,18.7,39.76,19.29,42.03,39.9,5.33,57.1333333333,19.1333333333,44.3266666667,17,40.4333333333,4.7833333333,757.3,3,40
0,19.29,40.6633333333,18.7,39.7,19.29,42.09,39.9333333333,5.0633333333,57.8,19.2,44.4,17,40.26,4.5666666667,757.3,3,40
0,19.29,40.6633333333,18.7,39.7,19.29,42.06,40,4.6266666667,59.4233333333,19.29,44.53,17,40.1266666667,4.35,757.3,3,40
10,19.29,40.79,18.7,39.7,19.29,42,40,4.3666666667,60.6966666667,19.3566666667,44.6633333333,16.89,40.03,4.1333333333,757.3,3,40
0,19.29,40.73,18.7,39.76,19.29,42.03,40,3.9666666667,63.0266666667,19.4266666667,44.73,16.89,40.09,3.9166666667,757.3,3,40
10,19.29,40.79,18.7,39.8266666667,19.29,42.09,40.1266666667,3.8266666667,65.7666666667,19.5666666667,44.73,16.89,40.06,3.7,757.3,3,40
0,19.29,40.73,18.7,39.9,19.23,41.9333333333,40.0666666667,3.7233333333,67.2266666667,19.6333333333,44.7,16.89,40,3.5333333333,757.3,3,38.1666666667
10,19.26,40.7,18.7,39.9,19.23,42,40.09,3.42,68.1475,19.7,44.7,16.8566666667,39.9666666667,3.3666666667,757.3,3,36.3333333333
10,19.26,40.76,18.7,39.9666666667,19.2,41.9666666667,40.09,3.1566666667,69.23,19.76,44.79,16.865,39.9975,3.2,757.3,3,34.5
10,19.29,40.9,18.7,40,19.2,41.9666666667,40.09,2.8633333333,70.8233333333,19.76,44.8633333333,16.89,40.09,3.0333333333,757.3,3,32.6666666667
10,19.29,40.8266666667,18.7,40,19.2,41.845,40.09,2.6566666667,71.4233333333,19.79,44.9333333333,16.79,39.9666666667,2.8666666667,757.3,3,30.8333333333
0,19.29,41.15,18.79,40.09,19.2,41.7,40.09,2.4666666667,72.9666666667,19.79,45,16.79,39.9666666667,2.7,757.3,3,29
10,19.3233333333,42.1566666667,18.79,40.09,19.2,41.76,40.1633333333,2.4,74.6333333333,19.79,45.09,16.79,40,2.7833333333,757.2333333333,3.3333333333,29
20,19.39,42.0966666667,18.8233333333,40.1566666667,19.29,41.79,40.29,2.2233333333,75.73,19.79,45.09,16.79,40,2.8666666667,757.1666666667,3.6666666667,29
20,19.39,41.73,18.8233333333,40.23,19.29,41.8633333333,40.29,2.03,76.1966666667,19.79,45.06,16.79,40,2.95,757.1,4,29
20,19.39,41.6566666667,18.89,40.4,19.29,42.03,40.3633333333,1.8633333333,77.29,19.79,44.9333333333,16.79,40,3.0333333333,757.0333333333,4.3333333333,29
30,19.39,41.59,18.89,40.4,19.29,42.1633333333,40.3725,1.79,79.0966666667,19.79,44.9333333333,16.79,40.03,3.1166666667,756.9666666667,4.6666666667,29
20,19.4633333333,41.59,19,40.4,19.2,42.2,40.4666666667,1.7,80.3633333333,19.79,45.1175,16.73,40.1633333333,3.2,756.9,5,29
20,19.5,41.6,19,40.4,19.2,42.26,40.8,1.7,81.2966666667,19.79,45.3633333333,16.79,40.2,3.1666666667,756.9,5,30.8333333333
20,19.5,41.3266666667,19,40.5,19.2,42.29,41.2666666667,1.6333333333,82.7333333333,19.79,45.1333333333,16.73,40.2,3.1333333333,756.9,5,32.6666666667
20,19.5333333333,41.29,19,40.5,19.2,42.23,41.6566666667,1.6333333333,83.5933333333,19.79,45.1333333333,16.7,40.23,3.1,756.9,5,34.5
20,19.6,41.43,19.1,40.7,19.2,42.4633333333,41.93,1.6,83.99,19.7,45,16.7,40.23,3.0666666667,756.9,5,36.3333333333
20,19.6,41.5,19.1,40.8266666667,19.2,42.6633333333,41.8633333333,1.6,84.4633333333,19.7,45.06,16.7,40.2,3.0333333333,756.9,5,38.1666666667
20,19.6,41.56,19.1666666667,40.9,19.2,42.73,41.73,1.445,84.295,19.79,45.23,16.7,40.2,3,756.9,5,40
10,19.6,41.59,19.1333333333,40.9,19.2,42.8633333333,41.2966666667,1.5,85.4,19.79,45.3633333333,16.7,40.1633333333,2.95,756.8166666667,5,38.1666666667
0,19.6,41.53,19.1333333333,40.9,19.1333333333,42.86,41.03,1.4266666667,85.26,19.79,45.4266666667,16.7,40.09,2.9,756.7333333333,5,36.3333333333
0,19.6,41.5,19.1,40.9666666667,19.26,43.4666666667,40.6933333333,1.29,85.6233333333,19.79,45.76,16.6666666667,40.06,2.85,756.65,5,34.5
0,19.6,41.6933333333,19.1,40.8266666667,19.5966666667,45.1666666667,40.36,1.23,85.7633333333,19.73,45.9633333333,16.65,40.1225,2.8,756.5666666667,5,32.6666666667
0,19.6,42,19.1,40.79,19.93,46.0333333333,40.06,1.1666666667,85.9,19.73,46.1633333333,16.6,40.09,2.75,756.4833333333,5,30.8333333333
0,19.6,42,19.1,40.73,20.35,46.545,39.9333333333,1.1,86.3,19.76,46.2,16.6,40.06,2.7,756.4,5,29
0,19.6,42.145,19.0666666667,40.6333333333,20.6333333333,46.3633333333,39.76,1.1333333333,87.3666666667,19.7,46.2,16.6,40,2.7833333333,756.3166666667,5.1666666667,30.8333333333
10,19.6,42.2,19,40.56,20.76,46.1566666667,39.7,1.26,88.1,19.7,46.2,16.6,40,2.8666666667,756.2333333333,5.3333333333,32.6666666667
0,19.6,42.0666666667,19,40.6566666667,21.0666666667,45.79,39.6333333333,1.4266666667,88.8966666667,19.7,46.2,16.6,40,2.95,756.15,5.5,34.5
0,19.5,42,19,40.93,21.2,45.5966666667,40.1,1.5666666667,89.03,19.6666666667,46.3266666667,16.6,40.6333333333,3.0333333333,756.0666666667,5.6666666667,36.3333333333
0,19.5,42.1333333333,18.9633333333,41.0666666667,21.0666666667,44.99,40.53,1.73,89.19,19.6,46.6,16.6,41.1,3.1166666667,755.9833333333,5.8333333333,38.1666666667
0,19.5,42.2,18.89,41.2,20.86,44.6566666667,40.7675,1.79,89.3966666667,19.6,47,16.6,41.5666666667,3.2,755.9,6,40
0,19.4266666667,42.1266666667,18.89,41.29,20.6666666667,44.43,40.9666666667,1.9333333333,89.6566666667,19.6,47.3333333333,16.6,41.9,3.1333333333,755.8333333333,5.8333333333,38.1666666667
0,19.39,42.09,18.8233333333,41.23,20.6,44.23,41.03,1.9333333333,89.59,19.6,47.8,16.6,42.1566666667,3.0666666667,755.7666666667,5.6666666667,36.3333333333
0,19.39,42.09,18.79,41.29,20.5,44.1633333333,41.09,1.9,89.56,19.6,48.1566666667,16.6,42.43,3,755.7,5.5,34.5
0,19.3566666667,42.09,18.79,41.29,20.4266666667,43.9633333333,41.1266666667,1.9,89.5925,19.6,48.3633333333,16.6666666667,42.73,2.9333333333,755.6333333333,5.3333333333,32.6666666667
